#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
city_count_female;Madam Mayor;;;;;;;;;;;;;x
city_count_female_latin;Sindaca;;;;;;;;;;;;;x
city_count_female_byzantine;Sindaca;;;;;;;;;;;;;x
city_duke_female;Grand Madam Mayor;;;;;;;;;;;;;x
city_duke_female_latin;Dogaressa;;;;;;;;;;;;;x
city_duke_female_byzantine;Dogaressa;;;;;;;;;;;;;x
city_king_female;Princess Mayor;;;;;;;;;;;;;x
city_king_female_latin;Serene Dogaressa;;;;;;;;;;;;;x
city_king_female_byzantine;Serene Dogaressa;;;;;;;;;;;;;x
city_emperor_female;Grand Princess;;;;;;;;;;;;;x

